"route","method","resource","action","account_scope","current_authentication","current_permission_check","required_permission","negative_test","migration_impact","mounted","source_file","source_line"
"/api/inbox/unanswered/count","GET","inbox","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + inbox.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/inbox.ts","35"
"/api/integrations/google-calendar","GET","integrations/google-calendar","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + integrations/google-calendar.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/calendar.ts","22"
"/api/integrations/google-calendar/:id","DELETE","integrations/google-calendar","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + integrations/google-calendar.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/calendar.ts","57"
"/api/integrations/google-calendar/book","POST","integrations/google-calendar","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + integrations/google-calendar.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/calendar.ts","175"
"/api/integrations/google-calendar/bookings","GET","integrations/google-calendar","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + integrations/google-calendar.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/calendar.ts","149"
"/api/integrations/google-calendar/bookings/:id/status","PUT","integrations/google-calendar","update","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + integrations/google-calendar.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/calendar.ts","231"
"/api/integrations/google-calendar/connect","POST","integrations/google-calendar","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + integrations/google-calendar.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/calendar.ts","42"
"/api/integrations/google-calendar/slots","GET","integrations/google-calendar","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + integrations/google-calendar.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/calendar.ts","69"
"/api/integrations/stripe/events","GET","integrations/stripe","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + integrations/stripe.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/stripe.ts","29"
"/api/integrations/stripe/webhook","POST","integrations/stripe","create","line_account","Stripe signature verification","request signature","service:stripe_webhook + valid signature + resolved required line_account context + replay protection","missing/invalid signature=401; stale timestamp/replay rejected; account mismatch rejected; no side effect","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/stripe.ts","85"
"/api/liff/affiliate/links","POST","liff/affiliate","create","line_account","none (public LIFF route)","account predicate/derivation present in handler","signed/capability-scoped service action + required line_account context; no ambient public write","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/affiliate-self.ts","278"
"/api/liff/affiliate/me","GET","liff/affiliate","list","line_account","none (public LIFF route)","none beyond current authentication","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/affiliate-self.ts","231"
"/api/liff/affiliate/offers","GET","liff/affiliate","list","line_account","none (public LIFF route)","none beyond current authentication","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/affiliate-self.ts","351"
"/api/liff/affiliate/offers/:id/enroll","POST","liff/affiliate","create","line_account","none (public LIFF route)","none beyond current authentication","signed/capability-scoped service action + required line_account context; no ambient public write","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/affiliate-self.ts","409"
"/api/liff/affiliate/register","POST","liff/affiliate","create","line_account","none (public LIFF route)","none beyond current authentication","signed/capability-scoped service action + required line_account context; no ambient public write","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/affiliate-self.ts","161"
"/api/liff/booking/availability","GET","liff/booking","list","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/booking.ts","256"
"/api/liff/booking/me","GET","liff/booking","list","line_account","LINE ID token verified in handler","LINE subject verification; account predicate/derivation present in handler","line_user:self + verified LINE subject + required line_account context/binding","missing/invalid token=401; token subject swap=403; account mismatch=404; replay has no second side effect","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/booking.ts","480"
"/api/liff/booking/menus","GET","liff/booking","list","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/booking.ts","218"
"/api/liff/booking/menus/:id/staff","GET","liff/booking","read","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/booking.ts","235"
"/api/liff/booking/requests","POST","liff/booking","create","line_account","LINE ID token verified in handler","LINE subject verification; account predicate/derivation present in handler","line_user:self + verified LINE subject + required line_account context/binding","missing/invalid token=401; token subject swap=403; account mismatch=404; replay has no second side effect","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/booking.ts","283"
"/api/liff/config","GET","liff/config","list","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/liff.ts","1065"
"/api/liff/events/:id","GET","liff/events","read","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/events.ts","745"
"/api/liff/events/:id/bookings","POST","liff/events","create","line_account","none (public LIFF route)","account predicate/derivation present in handler","signed/capability-scoped service action + required line_account context; no ambient public write","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/events.ts","854"
"/api/liff/events/:id/slots","GET","liff/events","read","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/events.ts","802"
"/api/liff/events/me","GET","liff/events","list","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/events.ts","623"
"/api/liff/events/me/:bookingId","GET","liff/events","read","line_account","none (public LIFF route)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/events.ts","668"
"/api/liff/events/me/:bookingId/cancel","POST","liff/events","cancel","line_account","none (public LIFF route)","account predicate/derivation present in handler","signed/capability-scoped service action + required line_account context; no ambient public write","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/events.ts","700"
"/api/liff/link","POST","liff/link","link","line_account","LINE ID token verified in handler","LINE subject verification","line_user:self + verified LINE subject + required line_account context/binding","missing/invalid token=401; token subject swap=403; account mismatch=404; replay has no second side effect","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/liff.ts","1137"
"/api/liff/profile","POST","liff/profile","create","line_account","none (public LIFF route)","none beyond current authentication","signed/capability-scoped service action + required line_account context; no ambient public write","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/liff.ts","1109"
"/api/liff/send-form-link","POST","liff/send-form-link","create","line_account","LINE ID token verified in handler","LINE subject verification; account predicate/derivation present in handler","line_user:self + verified LINE subject + required line_account context/binding","missing/invalid token=401; token subject swap=403; account mismatch=404; replay has no second side effect","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/liff.ts","1708"
"/api/line-accounts","GET","line-accounts","list","deployment","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + line-accounts.read","unauthenticated=401; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","67"
"/api/line-accounts","POST","line-accounts","create","deployment","Bearer API key or authenticated session cookie","role allowlist:owner","owner + deployment.line_account_manage + step-up confirmation","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","258"
"/api/line-accounts/:id","DELETE","line-accounts","delete","deployment","Bearer API key or authenticated session cookie","role allowlist:owner","owner + deployment.line_account_manage + step-up confirmation","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","624"
"/api/line-accounts/:id","GET","line-accounts","read","deployment","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + line-accounts.read","unauthenticated=401; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","115"
"/api/line-accounts/:id","PATCH","line-accounts","update","deployment","Bearer API key or authenticated session cookie","role allowlist:owner|admin","owner + deployment.line_account_manage + step-up confirmation","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","399"
"/api/line-accounts/:id","PUT","line-accounts","update","deployment","Bearer API key or authenticated session cookie","role allowlist:owner","owner + deployment.line_account_manage + step-up confirmation","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","519"
"/api/line-accounts/:id/follower-insight","GET","line-accounts","read","deployment","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + line-accounts.read","unauthenticated=401; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","133"
"/api/line-accounts/order","PATCH","line-accounts","update","deployment","Bearer API key or authenticated session cookie","role allowlist:owner|admin","owner + deployment.line_account_manage + step-up confirmation","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/line-accounts.ts","359"
"/api/links/wrap","POST","links","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + links.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/liff.ts","1457"
"/api/meet-callback","POST","meet-callback","create","line_account","none (public auth bypass)","account predicate/derivation present in handler","service:meet_callback + signed request + required line_account context/binding + idempotency","unsigned=401 after fix; forged line_user_id rejected; duplicate session_id causes one push/update only","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/meet-callback.ts","9"
"/api/message-templates","GET","message-templates","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + message-templates.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/message-templates.ts","26"
"/api/message-templates","POST","message-templates","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + message-templates.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/message-templates.ts","49"
"/api/message-templates/:id","DELETE","message-templates","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + message-templates.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/message-templates.ts","127"
"/api/message-templates/:id","GET","message-templates","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + message-templates.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/message-templates.ts","37"
"/api/message-templates/:id","PUT","message-templates","update","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + message-templates.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/message-templates.ts","87"
"/api/notifications","GET","notifications","list","line_account","unreachable (router not mounted)","none; router is not mounted","define policy with required line_account context before mounting; otherwise remove dead handler","request returns 404; direct router test confirms no policy is accidentally assumed","no live-route impact; keep 404 contract until explicit mount PR","no","apps/worker/src/routes/notifications.ts","114"
"/api/notifications/rules","GET","notifications","list","line_account","unreachable (router not mounted)","none; router is not mounted","define policy with required line_account context before mounting; otherwise remove dead handler","request returns 404; direct router test confirms no policy is accidentally assumed","no live-route impact; keep 404 contract until explicit mount PR","no","apps/worker/src/routes/notifications.ts","16"
"/api/notifications/rules","POST","notifications","create","line_account","unreachable (router not mounted)","none; router is not mounted","define policy with required line_account context before mounting; otherwise remove dead handler","request returns 404; direct router test confirms no policy is accidentally assumed","no live-route impact; keep 404 contract until explicit mount PR","no","apps/worker/src/routes/notifications.ts","70"
"/api/notifications/rules/:id","DELETE","notifications","delete","line_account","unreachable (router not mounted)","none; router is not mounted","define policy with required line_account context before mounting; otherwise remove dead handler","request returns 404; direct router test confirms no policy is accidentally assumed","no live-route impact; keep 404 contract until explicit mount PR","no","apps/worker/src/routes/notifications.ts","102"
"/api/notifications/rules/:id","GET","notifications","read","line_account","unreachable (router not mounted)","none; router is not mounted","define policy with required line_account context before mounting; otherwise remove dead handler","request returns 404; direct router test confirms no policy is accidentally assumed","no live-route impact; keep 404 contract until explicit mount PR","no","apps/worker/src/routes/notifications.ts","48"
"/api/notifications/rules/:id","PUT","notifications","update","line_account","unreachable (router not mounted)","none; router is not mounted","define policy with required line_account context before mounting; otherwise remove dead handler","request returns 404; direct router test confirms no policy is accidentally assumed","no live-route impact; keep 404 contract until explicit mount PR","no","apps/worker/src/routes/notifications.ts","85"
"/api/operators","GET","operators","list","deployment","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + operators.read","unauthenticated=401; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/chats.ts","127"
"/api/operators","POST","operators","create","deployment","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + operators.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/chats.ts","148"
"/api/operators/:id","DELETE","operators","delete","deployment","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + operators.delete + idempotency/step-up","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/chats.ts","174"
"/api/operators/:id","PUT","operators","update","deployment","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + operators.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/chats.ts","160"
"/api/qr","GET","qr","list","system","none (public redirect/asset endpoint)","none beyond current authentication","public read limited to published/non-secret data","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","no tenant-key migration; preserve operational authentication and audit","yes","apps/worker/src/index.ts","215"
"/api/reminders","GET","reminders","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + reminders.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","21"
"/api/reminders","POST","reminders","create","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + reminders.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","84"
"/api/reminders/:id","DELETE","reminders","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + reminders.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","115"
"/api/reminders/:id","GET","reminders","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + reminders.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","51"
"/api/reminders/:id","PUT","reminders","update","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + reminders.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","101"
"/api/reminders/:id/enroll/:friendId","POST","reminders","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + reminders.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","157"
"/api/reminders/:id/steps","POST","reminders","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + reminders.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","127"
"/api/reminders/:reminderId/steps/:stepId","DELETE","reminders","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + reminders.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","145"
"/api/rich-menu-groups","GET","rich-menu-groups","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + rich-menu-groups.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","581"
"/api/rich-menu-groups","POST","rich-menu-groups","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + rich-menu-groups.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","632"
"/api/rich-menu-groups/:groupId","DELETE","rich-menu-groups","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + rich-menu-groups.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","670"
"/api/rich-menu-groups/:groupId","GET","rich-menu-groups","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + rich-menu-groups.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","625"
"/api/rich-menu-groups/:groupId","PATCH","rich-menu-groups","update","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + rich-menu-groups.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","647"
"/api/rich-menu-groups/:groupId/apply-to-tag","POST","rich-menu-groups","create","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + rich-menu-groups.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","944"
"/api/rich-menu-groups/:groupId/pages/:pageId/image","POST","rich-menu-groups","create","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + rich-menu-groups.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","694"
"/api/rich-menu-groups/:groupId/publish","POST","rich-menu-groups","publish","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + rich-menu-groups.publish","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; duplicate request produces one side effect","line_account_id backfill/derivation + line_account context predicate + account-prefixed index + outbox/idempotency record","yes","apps/worker/src/routes/rich-menu-groups.ts","839"
"/api/rich-menu-groups/:groupId/unpublish","POST","rich-menu-groups","unpublish","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + rich-menu-groups.unpublish","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","897"
"/api/rich-menu-groups/external","GET","rich-menu-groups","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + rich-menu-groups.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","452"
"/api/rich-menu-groups/external/:richMenuId","DELETE","rich-menu-groups","delete","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + rich-menu-groups.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","541"
"/api/rich-menu-groups/external/:richMenuId/image","GET","rich-menu-groups","read","line_account","none (public image endpoint)","account predicate/derivation present in handler","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/rich-menu-groups.ts","244"
"/api/rich-menu-groups/import","POST","rich-menu-groups","create","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + rich-menu-groups.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menu-groups.ts","272"
"/api/rich-menu-images/:key{.+}","GET","rich-menu-images","read","line_account","none (public image endpoint)","none beyond current authentication","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/rich-menu-groups.ts","735"
"/api/rich-menus","GET","rich-menus","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + rich-menus.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menus.ts","19"
"/api/rich-menus","POST","rich-menus","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + rich-menus.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menus.ts","32"
"/api/rich-menus/:id","DELETE","rich-menus","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + rich-menus.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menus.ts","46"
"/api/rich-menus/:id/default","POST","rich-menus","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + rich-menus.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menus.ts","60"
